Positive,Negative,Neutral,Compound,Sent_result,Sentiment,Review,Index
0,0,1,0,1,Neutral,??Coordinated view.,5517
0,0,1,0,1,Neutral,Users can link document glyphs in the TextWheel view with the real documents by simply clicking the glyph icons.,5518
0,0,1,0,1,Neutral,"Users can also click on a single edge connecting two keyword glyphs, then a line chart will pop up to show the correlation evolution between these two keywords over time.",5519
0,0,1,0,1,Neutral,??Filtering.,5520
0.172,0,0.828,0.4019,0,Positive,Filtering is available to show a small set of articles that users are interested in.,5521
0,0,1,0,1,Neutral,"There is a control panel beside the visualization display for users to filter out some news articles by date, size, source, etc.",5522
0,0,1,0,1,Neutral,??Clustering and highlighting.,5523
0,0,1,0,1,Neutral,Users can also cluster the documents or cluster the chains in the window region to reduce clutter.,5524
0,0,1,0,1,Neutral,"If users still cannot see individual chains in the focus region, they could also click a document glyph, and all the related chains and keywords will be highlighted accordingly.",5525
0,0,1,0,1,Neutral,6.6.,5526
0,0,1,0,1,Neutral,Alternative Designs We have considered some other designs for our TextWheel system.,5527
0.147,0,0.853,0.2263,0,Positive,"For example, the transportation belt can also be a wheel or a straight belt.",5528
0.137,0,0.863,0.2263,0,Positive,We have also considered putting the keywords in another straight or U-shape belt.,5529
0,0,1,0,1,Neutral,"The wheel-shape transportation belt does not work in our system, since not all documents can be positioned on the wheel.",5530
0.545,0,0.455,0.5859,0,Positive,The straight belt is a better choice.,5531
0,0,1,0,1,Neutral,But the U-shape belt looks more consistent with the keyword wheels.,5532
0.199,0,0.801,0.5729,0,Positive,"Moreover, since we may occasionally want to explore relations between document glyphs, it is much easier to draw edges inside a U-shape belt than on a straight belt.",5533
0,0.107,0.893,-0.2023,2,Negative,"However, the movement of the keywords looks strange compared with the rotation of the keyword wheel.",5534
0.225,0,0.775,0.4927,0,Positive,The wheel could also encode the micro relation between keywords more effectively.,5535
0,0.227,0.773,-0.4767,2,Negative,"In addition, using different primitives for keywords and documents may avoid confusing these two different entities.",5536
0.094,0,0.906,0.3818,0,Positive,"For the dynamic system, we have considered directly connecting the keyword glyphs with document glyphs, or to directly use a physical spring model on the keyword wheel.",5537
0.139,0.167,0.695,0.101,0,Positive,"However, they are too distracting and hard for users to focus on what they are really interested in.",5538
0.058,0,0.942,0.2263,0,Positive,"Thus we decided to simplify the design, such as grouping all the chains first before they connect to the wheel, and fix all the keyword glyphs on the wheel before further exploration.",5539
0,0,0,0,1,Neutral,7,5540
0,0,1,0,1,Neutral,CASE STUDY We have applied our system to the news streams mentioned in Section 3.1.,5541
0,0,1,0,1,Neutral,"The news streams are related to six major topics: Microsoft, Sony, NYSE, Merck, China, and Verizon.",5542
0,0,1,0,1,Neutral,Each topic contains thousands of news articles from various sources.,5543
0,0,1,0,1,Neutral,We first ran our system for each topic and did some initial screening.,5544
0.119,0,0.881,0.4019,0,Positive,"Once we found interesting patterns, we configured the system and fine-tuned the visual displays to bring out more details for analysis.",5545
0,0,1,0,1,Neutral,"In this section, we describe two findings.",5546
0.044,0.033,0.923,0,1,Neutral,"The following encoding schemes were used in all experiments: the keyword size encodes the frequency (larger size means higher frequency); the document glyph represents all the articles in one day; t,he do,cument gl,""yph height encodes the average length of all the articles in that day (larger height means longer length); the document glyph width encodes the number of articles (larger width means more articles); the document glyph color encodes the average number of keywords mentioned in all the articles (darker color means larger number); the width of the lines in the keyword wheel encodes the strength of the co-occurrence (thicker line means higher co-occurrence); the arcs in the significance chart indicate the places having the documents most similar to the document at the sliding bar (thicker arc means higher similarity); the color of a line linking a wheel and a document encodes which keyword the document has sentiment towards (connecting to the upper part of a wheel means the sentiment is negative, and connecting to the lower part of a wheel means the sentiment is positive).,""",5547
0,0,1,0,1,Neutral,All the experiments are conducted on a Macbook Pro with Intel Core 2 Duo 2.2 GHz CPUs and 2GB memory.,5548
0,0,1,0,1,Neutral,"With some preprocessing, our system can handle thousands of news articles in real time.",5549
0,0,1,0,1,Neutral,7.1.,5550
0.109,0,0.891,0.4019,0,Positive,"Verizon's Acquiring MCI During the initial screening of the news streams related to Verizon, we noticed some interesting relations between Verizon and MCI.",5551
0,0.103,0.897,-0.128,2,Negative,Sometimes these two keywords are quite large in the display and dominate the view.,5552
0,0,1,0,1,Neutral,"Meanwhile, there is a thick line linking them (see Figures 3(b) and 3(d)).",5553
0,0.109,0.891,-0.4005,2,Negative,"Sometimes, the MCI keyword totally disappears from the documents in the focus window (i.e., MCI background color disappears) (see Figures 3(a) and 3(c)).",5554
0,0,1,0,1,Neutral,"Thus, we decided to focus on this situation and try figure out what happens.",5555
0.213,0,0.787,0.2263,0,Positive,Figure 3 shows some screen shots of the exploration.,5556
0,0,1,0,1,Neutral,Fig.,5557
0,0,0,0,1,Neutral,3,5558
0,0,1,0,1,Neutral,The story of Verizon's merger with MCI.,5559
0,0,1,0,1,Neutral,"From Figure 3(a), we can see that the MCI keyword has not appeared in the keyword wheel before January 2005.",5560
0,0,1,0,1,Neutral,"Then around February 2005, MCI starts to appear in the keyword wheel and the line linking the Verizon glyph and the MCI glyph is quite thick (see Figure 3(b)).",5561
0,0,1,0,1,Neutral,"In all the document glyphs which have links with both MCI and Verizon keywords, we noticed that there is one that has green color, high height, and very thin width (highlighted by a red rectangle in,Figu,""re 3(b)),"",""which indicates that it only contains one long article mentioning both keywords many times.,""",5562
0,0,1,0,1,Neutral,We opened that glyph and read the document.,5563
0.133,0,0.867,0.7303,0,Positive,"After quickly going through this article, we found this paragraph: ??췈I Inc. confirmed an agreement to be acquired by Verizon Communications in a deal with a total value of $6746000000.??This expla,ins t,he reason,""that these two companies became hot topics and were frequently mentioned together.,""",5564
0,0.156,0.844,-0.34,2,Negative,"Then around October 2005, the link connecting MCI and Verizon disappears (see Figure 3(c)).",5565
0,0.145,0.855,-0.296,2,Negative,We believed that the merging of these two companies was no longer a hot topic.,5566
0,0,1,0,1,Neutral,"However, around December 2005, the thick link between these two glyphs shows up again (see Figure 3(d)).",5567
0,0,1,0,1,Neutral,"So we paused, and chose the only glyph that has links to both MCI and Verizon (highlighted by a red rectangle in Figure 3(d)).",5568
0,0,1,0,1,Neutral,"There are only two documents in that glyph, and one of them mentioned that ??튳rizon Communications, Inc., has completed its acquisition of MCI.",5569
0.104,0,0.896,0.5803,0,Positive,"MCI's assets will be folded into a new Verizon unit called Verizon Business.??From this case study, we can see that our system can help users quickly identify the relations between keywords and the,n nar,row down,""to some articles to find the reasons for these relations.,""",5570
0,0,1,0,1,Neutral,7.2.,5571
0,0.121,0.879,-0.5106,2,Negative,"Merck and Its Troublesome Drug Vioxx For the news streams related to Merck, we divided the keywords into two groups, that is, company and drug.",5572
0.061,0.111,0.828,-0.3818,2,Negative,"During the initial exploration, we noticed that a drug called Vioxx appears frequently in the display and the sentiment towards it changes \x0cdramatically in 2004 from neutral to bad.",5573
0.197,0,0.803,0.4019,0,Positive,Then we reran the system and paid special attention to this drug.,5574
0,0,1,0,1,Neutral,Figure 4 shows some screen shots.,5575
0,0,1,0,1,Neutral,"According to Figure 4(a), Vioxx has not appeared in the drug keyword wheel around August 23, 2004.",5576
0,0.19,0.81,-0.6115,2,Negative,"Then on August 30, Vioxx shows up and the sentiment towards it is quite negative (see Figure 4(b)).",5577
0,0,1,0,1,Neutral,We followed the thickest link from the Vioxx glyph and identified a document glyph representing articles on August 26 (highlighted by a red rectangle in Figure 4(b)).,5578
0,0,1,0,1,Neutral,This document glyph is slim because it only has one article from the AFX UK Focus on that day.,5579
0.089,0.148,0.763,-0.212,2,Negative,This article says: ??썀alysis of a study on the safety of COX-2 inhibitors found that Vioxx doses above 25 milligrams per day tripled the risk of cardiovascular events...??,5580
0.171,0.107,0.722,0.2975,0,Positive,"Therefore, we can see that the negative sentiment towards Merck, the maker of Vioxx, is slightly stronger than the positive sentiment (highlighted by blue rectangles in Figure 4(b)).",5581
0.104,0.188,0.708,-0.4201,2,Negative,"Both Merck and Vioxx remain stable until September, when Vioxx becomes much more negative (see Figure 4(c)).",5582
0,0,1,0,1,Neutral,We found the glyph with the thickest links to Merck and Vioxx (highlighted by a red rectangle in Figure 4(c)) and retrieved the corresponding articles (two documents in total).,5583
0.045,0,0.955,0.3899,0,Positive,"One article from AFX International Focus mentioned that ??췦rck said Merck was withdrawing its Vioxx arthritis drug from shelves worldwide, resulting in a 50 cent to 60 cent reduction in per-share e,arnin,gs.??We t,""hen followed the thickest arc on the significance trend chart to reveal similar news articles from the same source (highlighted by a blue rectangle in Figure 4(c)).,""",5584
0,0.149,0.851,-0.8702,2,Negative,"This article also said something negative about Merck: ??췦rck slumped more than 5 percent and was the biggest percentage loser among Dow Jones Industrial Average components.??Finally, Vioxx is no l,onger,a hot to,""pic because it becomes small in size and often without any background color (see Figure 4(d)), which means it is not mentioned by any documents in the focus window.,""",5585
0.084,0,0.916,0.4927,0,Positive,"This case study demonstrates that the sentiments expressed by the keyword glyphs are very useful in news analysis and with the macro/micro relation information provided by our system we can quickly,ident,ify the s,""ources of these sentiments.,""",5586
0,0,0,0,1,Neutral,8,5587
0,0,1,0,1,Neutral,"USER STUDY In addition to the case study, we also conducted an informal user study consisting of 12 college students.",5588
0,0.084,0.916,-0.296,2,Negative,"They were all year two students having no prior information visualization knowledge, each of whom was asked to use our system and answer three questions.",5589
0,0,1,0,1,Neutral,"Before attempting the study, the users were briefly introduced to our system.",5590
0.189,0,0.811,0.5994,0,Positive,"Meanwhile, they were also encouraged to play with it using different configurations such that they could get more familiar with our visual encodings.",5591
0,0,1,0,1,Neutral,"To perform the case study, we chose a fraction (718 documents in a half year) of the data used in the second case study as the testing data.",5592
0.107,0,0.893,0.2023,0,Positive,Then we processed the data and picked the top 12 frequently mentioned companies from the documents.,5593
0,0,1,0,1,Neutral,"After that, the document corpus, along with all 12 company names, was loaded into our system.",5594
0,0,1,0,1,Neutral,"The documents on the transportation belt were grouped by day, and all 12 companies were placed in the same wheel.",5595
0,0,1,0,1,Neutral,"Then, we presented this system to the users and asked them to finish three tasks.",5596
0.135,0,0.865,0.3612,0,Positive,These tasks are mainly designed to test the efficiency of the encoding scheme of the macro/micro relations.,5597
0,0,1,0,1,Neutral,(The effectiveness of macro/micro relation encoding scheme is demonstrated in the case study.),5598
0.161,0,0.839,0.3612,0,Positive,The first task is designed to test the efficiency of our sentiment encoding scheme.,5599
0.194,0,0.806,0.5859,0,Positive,"In this task, the users need to find out the time when a specific company on the wheel reaches its largest positive sentiment.",5600
0.161,0,0.839,0.3612,0,Positive,The second task is designed to test the efficiency of the relation encoding scheme.,5601
0.132,0,0.868,0.4404,0,Positive,"In this task, they are asked to discern which two companies have the strongest relationship in the whole document stream.",5602
0,0,1,0,1,Neutral,The last task combines these two previous tasks.,5603
0.279,0,0.721,0.8173,0,Positive,"In this task, we challenge them to find out the company that has a very positive sentiment and still has a relatively strong relation with a specific keyword.",5604
0,0,1,0,1,Neutral,"In each task, we recorded their answers and the response time they needed to finish it.",5605
0,0,1,0,1,Neutral,The results are shown in Figure 5.,5606
0.126,0.057,0.818,0.5106,0,Positive,"For the first task, ten users generally found the correct time (with average error of 5.5 days), while the remaining two users found the time that was also a local peak of positive sentiment with th,e sec,ond large,""st value in the whole stream.,""",5607
0,0,1,0,1,Neutral,The average response time is 35 seconds.,5608
0,0,1,0,1,Neutral,"However, we also noticed that the standard deviation is as big as 21 seconds (see Figure 5(a)), which is probably because some of the users were still not quite familiar with our system.",5609
0.174,0,0.826,0.2263,0,Positive,The first task is designed to warm up the subjects.,5610
0.132,0.096,0.772,0.1999,0,Positive,"It does not demonstrate the advantages of our system, since a classical line chart may be better for this task.",5611
0.231,0,0.769,0.6597,0,Positive,"Therefore, we asked the subject to finish two more complicated tasks, in which our system may better show its advantages.",5612
0,0,1,0,1,Neutral,"The second task is a little harder than the first one, since users may need \x0cto track multiple keywords at the same time.",5613
0,0,1,0,1,Neutral,"This time, eight users found the correct pair with an average response time of 49 seconds, which is a little longer than that in the first task.",5614
0,0,1,0,1,Neutral,"However, the standard deviation is reduced to 18 seconds.",5615
0,0.072,0.928,-0.4201,2,Negative,"The final task is the most difficult one, because it requires users to synthesize two different visual encodings and keep the results in mind such that they could find the most appropriate one in th,e who,le stream,"".,""",5616
0.358,0,0.642,0.4201,0,Positive,"However, the result seems quite satisfactory.",5617
0.184,0,0.816,0.6597,0,Positive,"Since our system includes a sliding bar for quickly rolling the transport belt forward and backward, users can freely examine the documents at any speed they like.",5618
0,0,1,0,1,Neutral,Ten users found the correct one with an average response time of 68 seconds.,5619
0.211,0,0.789,0.4939,0,Positive,"On the other hand, the standard deviation is further reduced to 15 seconds.",5620
0,0,1,0,1,Neutral,"All of the three examples demonstrate that, with a little training, most users can use our system to explore large news streams and correctly find some patterns in the testing data for the three tas,""ks.,"",,",5621
0.186,0,0.814,0.4939,0,Positive,"On the other hand, classical line charts are not suitable for the remaining two tasks.",5622
0.146,0,0.854,0.3818,0,Positive,"Since it needs to generate a curve for each pair of keywords, users may be easily overwhelmed when there are many keywords to explore.",5623
0.081,0,0.919,0.128,0,Positive,"After they finished all three tasks, we also asked the users about their general feeling about our design.",5624
0,0.126,0.874,-0.3818,2,Negative,The biggest concern we had before conducting the user study was the visual clutter and distraction in the interface.,5625
0.259,0,0.741,0.5413,0,Positive,"However, the responses to our system from users are quite enthusiastic.",5626
0,0,1,0,1,Neutral,"Overall, they feel the system is informative, intuitive, and visually appealing.",5627
0.308,0,0.692,0.8313,0,Positive,"In particular, they think that the visual interface is well organized, and each of the visual component has a very clear purpose, which makes the exploration easy.",5628
0,0,1,0,1,Neutral,We also asked their opinions for each visual component.,5629
0.215,0,0.785,0.7624,0,Positive,"Most of them appreciate the familiar metaphors, such as wheels, belts, and chains, to intuitively represent document streams and sophisticated relations involving documents, keywords, and sentiment,value,""s.,"",",5630
0.123,0,0.877,0.6369,0,Positive,"Among all the visual elements, the users appreciate the wheel most, because it combines multiple aspects of information in a natural and intuitive way and they do not need to think too much to under,stand,the mean,""ings during the fast exploration.,""",5631
0.12,0.04,0.841,0.3064,0,Positive,"In addition to the wheel, they also agree that the significance curve is a very important feature, because without the overview, they will have no choice but to wildly explore the whole document str,""eam,"",which cou,""ld make them feel insecure.,""",5632
0.226,0,0.774,0.7845,0,Positive,"For example, during the free exploration, they were all interested in those time points when the curve is very steep, and spent some time there trying to figure out why.",5633
0.149,0,0.851,0.2716,0,Positive,"Therefore, they also feel that the accuracy of the curve is extremely important.",5634
0,0.403,0.597,-0.4019,2,Negative,"Otherwise, the curve is misleading.",5635
0.247,0,0.753,0.5574,0,Positive,"In addition to those positive comments, they also raised a few constructive suggestions.",5636
0,0.145,0.855,-0.3713,2,Negative,"For example, five users feel that using thickness to perform quantitative comparison is not very efficient.",5637
0,0,1,0,1,Neutral,"Therefore, they suggested we provide an option to show actual numbers when the thicknesses are too similar to compare.",5638
0,0,1,0,1,Neutral,Another suggestion is regarding the system control.,5639
0.069,0.076,0.855,-0.0679,2,Negative,"For example, some of the users would like to control the sensitivity of the wheel to the summarized keyword sentiments, so they can ignore those minor fluctuations and focus more on big patterns.",5640
0.188,0,0.812,0.5267,0,Positive,Some of them would like to be able to add or remove keywords during exploration other than choosing them before exploring.,5641
0.184,0,0.816,0.5256,0,Positive,"We think these suggestions are all very valuable, and intended to explore them in future work.",5642
0.16,0,0.84,0.4588,0,Positive,"Furthermore, we also plan to deploy to a news Web site to reach more audiences and further improve our system based on their comments.",5643
0,0,0,0,1,Neutral,9,5644
0.079,0,0.921,0.3612,0,Positive,"DISCUSSIONS From the experiments, we can see that our system has advantages and can encode a lot of information into one display for analysis such that some unexpected correlations may emerge.",5645
0,0.238,0.762,-0.3612,2,Negative,"Meanwhile, we also identify some weaknesses of our system.",5646
0.209,0,0.791,0.4404,0,Positive,Our system can handle thousands of documents and tens of keywords effectively.,5647
0.095,0,0.905,0.2263,0,Positive,"If the news \x0cstreams contain too many articles, exploration may still take a very long time and reduce its effectiveness.",5648
0,0.116,0.884,-0.1779,2,Negative,Too many keywords may overwhelm the keyword wheels and cause clutter in the display.,5649
0.1,0.108,0.792,-0.058,2,Negative,"To deal with this problem, it is better to use our system together with some data mining techniques to first narrow down the document scope.",5650
0,0,1,0,1,Neutral,"Some well-established techniques in the visualization field, such as clutter reduction methods, can also be applied.",5651
0.172,0.113,0.714,0.1027,0,Positive,"As our system provides useful information into one display, it is possible that users are overwhelmed and lose their focus.",5652
0.111,0,0.889,0.3612,0,Positive,"Thus, we recommend that users turn off some features of the system and only focus on one feature at the beginning.",5653
0,0,1,0,1,Neutral,"After getting familiar with the data, more details can be brought into the display.",5654
0,0,1,0,1,Neutral,10,5655
0,0,1,0,1,Neutral,"CONCLUSION In this article, we have presented a visual analytics system for large-scale news streams.",5656
0.067,0,0.933,0.3818,0,Positive,"Our system aims at providing the multiple attributes of news articles and keywords, the dynamic relations between news articles and keywords, the micro relation among keywords, and the macro relatio,n amo,ng docume,""nts simultaneously to users for analysis.,""",5657
0.087,0,0.913,0.3182,0,Positive,"We designed an original TextWheel which consists of a document transportation belt, one or multiple keyword wheels, and a chain system to connect the belt and wheel.",5658
0,0.084,0.916,-0.2732,2,Negative,Our system is based on some everyday objects which users are familiar with and thus the learning curve for our system should be low.,5659
0.109,0,0.891,0.4019,0,Positive,"We demonstrated the effectiveness of our system by applying it to several news corpora related to some major companies, obtaining some interesting findings.",5660
0.143,0,0.857,0.1695,0,Positive,The application of our system is not limited to news streams.,5661
0,0,1,0,1,Neutral,"It can be used to analyze other data in text format (e.g., emails, blogs, and internal memos), and to reveal the macro/micro relations existing in other data formats, such as video clips.",5662
0.096,0,0.904,0.1779,0,Positive,"In the future, we plan to further extend our system to encode more attributes of text documents.",5663
0.162,0,0.838,0.4754,0,Positive,We believe the integration of our system with other data mining methods will make it more powerful.,5664
0.083,0.153,0.764,-0.2732,2,Negative,We also want to encode the uncertainty associated with the sentiment and co-occurrence computations.,5665
0.148,0,0.852,0.6369,0,Positive,"Although we conducted a user study which has suggested that our subjects agree that our design and system can help them with pattern huntings in macro/micro relations, it is still preliminary and in,forma,""l.,"",",5666
0,0,1,0,1,Neutral,"Therefore, we also plan to conduct a more thorough user study, which involves more subjects, comparison with other tools, and a formal questionnaire-based survey.",5667
0.2,0,0.8,0.3612,0,Positive,PeopleGarden: Creating Data Portraits for Users ABSTRACT Many on-line interaction environments have a large number of users.,5668
0.108,0.104,0.788,0.0258,1,Neutral,"It is difficult for the participants, especially new ones, to form a clear mental image about those with whom they are interacting.",5669
0,0,1,0,1,Neutral,How can we compactly convey information about these participants to each other?,5670
0.141,0,0.859,0.3182,0,Positive,"We propose the data portrait, a novel graphical representation of users based on their past interactions.",5671
0,0,1,0,1,Neutral,Data portraits can inform users about each other and the overall social environment.,5672
0.099,0,0.901,0.296,0,Positive,"We use a flower metaphor for creating individual data portraits, and a garden metaphor for combining these portraits to represent an on-line environment.",5673
0,0,1,0,1,Neutral,We will review previous work in visualizing both individuals and groups.,5674
0.091,0,0.909,0.2732,0,Positive,"We will then describe our visualizations, explain how to create them, and show how they can be used to address user questions.",5675
0,0,1,0,1,Neutral,"KEYWORDS: Information visualization, data portraits, user-centered visualization, interaction context.",5676
0,0,0,0,1,Neutral,1,5677
0.141,0,0.859,0.4215,0,Positive,"INTRODUCTION On-line interaction environments such as Web-based message boards, chat rooms, and Usenet newsgroups have become widely popular.",5678
0.057,0.11,0.833,-0.296,2,Negative,"As the number of participants rises, it is increasingly difficult to distinguish individual users and to comprehend the overall interaction context.",5679
0,0,1,0,1,Neutral,"Often, users must piece together a holistic view of other users through extended participation.",5680
0,0.122,0.878,-0.3612,2,Negative,This makes it difficult for new users to find appropriate groups to participate in and people to interact with.,5681
0,0.161,0.839,-0.3612,2,Negative,Even existing users may find it difficult to keep track of an ever-changing population.,5682
0,0,1,0,1,Neutral,Figure 1.,5683
0,0,1,0,1,Neutral,Users??questions about a discussion group.,5684
0.141,0,0.859,0.3182,0,Positive,A simple solution to seeing information about users is to sort all the postings by author.,5685
0,0,1,0,1,Neutral,Deja's Web interface for the Usenet news shows author's previous postings [Deja99].,5686
0.061,0,0.939,0.25,0,Positive,"""While such views offer some information about authors level of involvement or interests, users still need to search for responses from other authors or for comparison with other authors of the grou,""p."""","",,",5687
0.076,0,0.924,0.3182,0,Positive,"""What is needed is the ability to look at different patterns in the archives of postings, such as users contribution, the rate of responses, the interaction among users, etc..""",5688
0.076,0.051,0.873,0.1779,0,Positive,"Although such patterns are hard to see in a mass of archival data, by visualizing the salient data, the key roles and relationships can be readily perceived.",5689
0.223,0,0.777,0.3182,0,Positive,Our solution is the data portraits (see Figure 2).,5690
0,0,1,0,1,Neutral,"Unlike photo-realistic portraits, which show physical features such as gender, age, or race; data portraits are abstract representations of users??interaction history.",5691
0.19,0.135,0.675,0.2263,0,Positive,What is missing is effective communication of information about participants to each other.,5692
0,0,1,0,1,Neutral,Figure 1 lists four questions users might ask about the underlying social environment (the quantitative measures in parentheses provide insights to these questions): Figure 2.,5693
0.172,0,0.828,0.3612,0,Positive,What can data portraits like the ones above tell us about discussion groups?,5694
0,0.239,0.761,-0.296,2,Negative,A group with a dominating voice vs. a more democratic group.,5695
0,0,1,0,1,Neutral,"In following sections, first we discuss previous peoplecentered visualizations in more detail.",5696
0.125,0,0.875,0.25,0,Positive,"In Section 3, we will define data portraits and discuss how they can be created.",5697
0.18,0,0.82,0.296,0,Positive,"Section 4 describes in detail PeopleFlower, our method for creating data portraits.",5698
0,0,1,0,1,Neutral,Section 5 describes how PeopleGarden uses a series of PeopleFlowers to represent the different users of an on-line environment.,5699
0,0,1,0,1,Neutral,Sections 6 and 7 shed light on the details of implementation and design rationale.,5700
0,0,1,0,1,Neutral,"Finally, Section 8 describes the future work and Section 9 concludes.",5701
0,0,0,0,1,Neutral,2,5702
0,0,1,0,1,Neutral,"PREVIOUS WORK IN VISUALIZING PEOPLE Information visualization has traditionally been used for the analysis of large amounts of commercial, financial, and scientific data.",5703
0.088,0,0.912,0.4019,0,Positive,"With the decreasing cost of graphics hardware, it has increasingly been used to help people to interactively filter through information for everyday tasks such as selecting movies [Ahlberg94, Card99,""].,"",,",5704
0,0,1,0,1,Neutral,"We examine here people-centered visualizations for showing data about a person, illuminating relationships among people, and for representing individuals for on-line interaction.",5705
0,0,1,0,1,Neutral,2.1 Visualizing individual's history There has been relatively little work focusing on visualizing information about individuals.,5706
0,0,1,0,1,Neutral,"One notable exception is Plaisant et al's LifeLines, which shows detailed life history of a person using time-lines [Plaisant96].",5707
0.085,0.091,0.825,-0.0387,1,Neutral,"""It is effective for detailed examination of an individuals medical or criminal records, but is not meant for comparing a group of people.""",5708
0.048,0,0.952,0.2732,0,Positive,"2.2 Visualizing relationships among people Comparisons of groups of people have been the focus of social network analysis, which studies the dynamics of relationships among people using a network di,agram,: each pe,""rson is represented as a node, links between nodes represent various connections between people.,""",5709
0.054,0,0.946,0.2263,0,Positive,"Originating with Jacob Moreno's sociometric research [Moreno36] in the 1920's, social network analysis has demonstrated the dense interconnections between people that allow any two people on Earth,to c,onnect th,""rough six or fewer intermediaries [Milgram67].,""",5710
0,0,1,0,1,Neutral,"Network diagrams have also been used to illuminate the empirical structure of local communities, inter-office patterns of communication, and collaboration patterns for papers [Wellman79, Krebs96, Ka,utz98,""].,"",",5711
0.091,0,0.909,0.0772,0,Positive,"When there are a large number of links, the network diagrams can get fairly complex.",5712
0.269,0,0.731,0.7964,0,Positive,"These visualizations are useful for sociologists to analyze group dynamics, but are less suitable for average users to gain a sense of the connections among people.",5713
0,0,1,0,1,Neutral,"""A related piece of work is Judith Donath's VisualWho[Donath95], which uses the positions and shades of peoples names to convey their affiliation and presence.""",5714
0,0,1,0,1,Neutral,"The emphasis of the visualization is more on showing relationships among people, and less on information about individuals.",5715
0,0,1,0,1,Neutral,2.3 Representing people A third area of related work is the design of avatars in virtual environments.,5716
0.13,0,0.87,0.4019,0,Positive,"Avatars include such varied representations as smiley faces, cartoon characters, 3D models, or photographic representation of users [Damer97, Kurlander96].",5717
0,0,1,0,1,Neutral,Avatars have been used in a variety of 2D and 3D chat rooms and virtual environments.,5718
0,0,1,0,1,Neutral,Steve Benford's avatars show where in the virtual environment a user is looking at and acting upon [Benford94].,5719
0.105,0,0.895,0.25,0,Positive,Paul Rankin's Star Cursor uses the idea of inner vs. outer space to convey interests of users [Rankin98].,5720
0,0,1,0,1,Neutral,"Fernanda Viegas??Chat Circle represents users as circles, and changes the size of a circle if the user sends out a message [Viegas99].",5721
0,0,1,0,1,Neutral,"""These avatars show the current state of the individuals, but do not change over time based on users past interactions.""",5722
0,0,1,0,1,Neutral,"They do not convey how long the person represented has been in an environment, or whether he/she is a prolific contributor to the conversation.",5723
0,0,0,0,1,Neutral,3,5724
0,0,1,0,1,Neutral,"""THE DATA PORTRAIT While there are previous visualizations that convey a users history, show how users are related, or are compact enough to represent individuals in an on-line environment, we have,not f,ound a si,""ngle visualization that combines all of the above."""",""",5725
0.095,0,0.905,0.3182,0,Positive,"Our solution is the data portrait, or user visualization based on interaction data, both to represent individual users and to compare multiple users.",5726
0.195,0,0.805,0.7003,0,Positive,"""In real life, successful portraits show the physical likeliness of people; they also use objects in peoples lives to illustrate their interests and status [Art97, Brilliant93].""",5727
0.298,0,0.702,0.5267,0,Positive,This second aspect is an inspiration for our work.,5728
0,0,1,0,1,Neutral,"""The on-line equivalent of ones objects is data about ones past interactions.""",5729
0,0,1,0,1,Neutral,"""For a Web-based message board, where users can post messages or respond to others messages, a user's data objects are the set of all the messages posted by him/her.""",5730
0,0,1,0,1,Neutral,"In a chat room, the data objects are the messages sent by each user.",5731
0,0,1,0,1,Neutral,A data portrait is a visualization of the user based on his/her data objects.,5732
0.171,0,0.829,0.3182,0,Positive,Different portraits can be created for different users depending on the number and attributes of the data objects.,5733
0.124,0,0.876,0.34,0,Positive,"Possible attributes for data objects such as messages include time of creation, size, addressee, whether an initial message or a response, or number of responses from others.",5734
0,0,1,0,1,Neutral,"Various visual parameters such as the size, hue, saturation, or shape of the data portrait can then be used to represent these attributes.",5735
0.284,0,0.716,0.8885,0,Positive,"The challenge in creating successful data portraits is thus two-fold: 1) selecting those attributes about data objects that best convey information about a user, and 2) deciding how to visualize the,se at,tributes,""legibly and intuitively.,""",5736
0,0,1,0,1,Neutral,"Over time, a user's portrait changes based on his changing interaction; the portrait will thus always show the most upto-date data about its user.",5737
0,0,1,0,1,Neutral,"Unlike avatar representation, these portraits are based on real interaction history.",5738
0,0,1,0,1,Neutral,A collection of data portraits can be used to represent the participants of an on-line environment.,5739
0,0,1,0,1,Neutral,"Such an overview allows users to see overall trends in the data, such as the level of user participation or the amount of interaction.",5740
0,0,1,0,1,Neutral,"Because data portraits are generated by simple, uniform rules, they form small multiples that can be compared and contrasted [Tufte91].",5741
0,0,1,0,1,Neutral,"As with any visualizations of user information, user privacy is a concern.",5742
0,0,1,0,1,Neutral,Our focus is on using information visualization within the context of a community.,5743
0,0,1,0,1,Neutral,The visualizations are of publicly available data about the people in the community and their relationships; the target audience is also the members of that community.,5744
0,0,1,0,1,Neutral,"visualizations of Usenet newsgroups, Web page traversals, or Chat room interactions with few modifications.",5745
0,0,1,0,1,Neutral,We will discuss more in Section 8.,5746
0,0,1,0,1,Neutral,"Each PeopleFlower represent a user of the message board, and its petals his/her postings.",5747
0,0,1,0,1,Neutral,The different visual parameters of a petal can be used to represent different attributes about each posting.,5748
0.099,0,0.901,0.5256,0,Positive,"We found the time of posting, the amount of response, and whether a post starts a new conversation to be the three most valuable attributes in conveying social information about the user, as demonst,rated,""below.,"",",5749
0.114,0,0.886,0.2023,0,Positive,4.1 Time since posting Time of posting is an important attribute for showing posting history.,5750
0,0,1,0,1,Neutral,PeopleFlower indicates time in both the ordering and the saturation of petals.,5751
